Paper Title,Figure Number,Point ID,P/e_Source,e/D_Source,Alpha_Source,Geometry_Source,Aspect_Ratio_Source,Standard_Ratio,Standard_Ratio_Method,Standard_Baseline_Type,Processing_Note,Prandtl
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 16,raw,raw,raw,raw,raw,1.9379180687720319,Dittus-Boelert,Raw Data,Converted St to Nu: 85.2000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 17,raw,raw,raw,raw,raw,2.07834763319814,Dittus-Boelert,Raw Data,Converted St to Nu: 115.0200. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 18,raw,raw,raw,raw,raw,2.039054187497396,Dittus-Boelert,Raw Data,Converted St to Nu: 134.9000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 19,raw,raw,raw,raw,raw,2.0034749679457176,Dittus-Boelert,Raw Data,Converted St to Nu: 153.3600. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 20,raw,raw,raw,raw,raw,1.910789576809745,Dittus-Boelert,Raw Data,Converted St to Nu: 220.1000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 21,raw,raw,raw,raw,raw,1.8538962110764583,Dittus-Boelert,Raw Data,Converted St to Nu: 247.0800. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 22,raw,raw,raw,raw,raw,1.747119660172579,Dittus-Boelert,Raw Data,Converted St to Nu: 263.4100. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 23,raw,raw,raw,raw,raw,1.733188023829991,Dittus-Boelert,Raw Data,Converted St to Nu: 319.5000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 36,raw,WARNING,raw,raw,raw,0.8394318151149411,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 37,raw,raw,raw,raw,raw,0.8227848101265821,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 38,raw,raw,raw,raw,raw,0.8580287035651228,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 39,raw,raw,raw,raw,raw,0.9031952772172567,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 40,raw,raw,raw,raw,raw,0.9995498832550577,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 41,raw,raw,raw,raw,raw,1.0517094530306246,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 42,raw,raw,raw,raw,raw,1.0883867711420276,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 43,raw,raw,raw,raw,raw,1.1839006619952237,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 44,raw,raw,raw,raw,raw,1.233264024376574,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 45,raw,raw,raw,raw,raw,2.0799207193804303,Dittus-Boelert,Raw Data,Converted St to Nu: 49.7000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 46,raw,raw,raw,raw,raw,1.7422953434426296,Dittus-Boelert,Raw Data,Converted St to Nu: 55.3800. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 47,raw,raw,raw,raw,raw,1.6472303584562273,Dittus-Boelert,Raw Data,Converted St to Nu: 72.4200. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 48,raw,raw,raw,raw,raw,1.5395167653319557,Dittus-Boelert,Raw Data,Converted St to Nu: 85.2000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 49,raw,raw,raw,raw,raw,1.5304322671807564,Dittus-Boelert,Raw Data,Converted St to Nu: 117.1500. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 50,raw,raw,raw,raw,raw,1.4737003131893116,Dittus-Boelert,Raw Data,Converted St to Nu: 142.0000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 51,raw,raw,raw,raw,raw,1.4793209626914152,Dittus-Boelert,Raw Data,Converted St to Nu: 170.4000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 52,raw,raw,raw,raw,raw,1.3845099193820436,Dittus-Boelert,Raw Data,Converted St to Nu: 208.7400. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 53,raw,raw,raw,raw,raw,1.3865504190639928,Dittus-Boelert,Raw Data,Converted St to Nu: 255.6000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 63,raw,raw,raw,raw,raw,0.5210266438644462,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 64,raw,raw,raw,raw,raw,0.5379746835443038,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 65,raw,raw,raw,raw,raw,0.5778560656663072,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 66,raw,raw,raw,raw,raw,0.5833136165361449,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 67,raw,raw,raw,raw,raw,0.624718677034411,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 68,raw,raw,raw,raw,raw,0.6713039061897603,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 69,raw,raw,raw,raw,raw,0.6861568774591044,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 70,raw,raw,raw,raw,raw,0.7463721564752498,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 71,raw,raw,raw,raw,raw,0.7673642818343128,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 72,raw,raw,raw,raw,raw,1.5599405395353227,Dittus-Boelert,Raw Data,Converted St to Nu: 37.2750. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 73,raw,raw,raw,raw,raw,1.3402271872635612,Dittus-Boelert,Raw Data,Converted St to Nu: 42.6000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 74,raw,raw,raw,raw,raw,1.332318672280772,Dittus-Boelert,Raw Data,Converted St to Nu: 58.5750. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 75,raw,raw,raw,raw,raw,1.2829306377766299,Dittus-Boelert,Raw Data,Converted St to Nu: 71.0000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 76,raw,raw,raw,raw,raw,1.2521718549660734,Dittus-Boelert,Raw Data,Converted St to Nu: 95.8500. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 77,raw,raw,raw,raw,raw,1.2084342568152355,Dittus-Boelert,Raw Data,Converted St to Nu: 116.4400. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 78,raw,raw,raw,raw,raw,1.2019482821867749,Dittus-Boelert,Raw Data,Converted St to Nu: 138.4500. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 79,raw,raw,raw,raw,raw,1.153758266151703,Dittus-Boelert,Raw Data,Converted St to Nu: 173.9500. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 6,pt 80,raw,raw,raw,raw,raw,1.143904095727794,Dittus-Boelert,Raw Data,Converted St to Nu: 210.8700. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 1,raw,raw,raw,raw,raw,0.7182847663315259,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 2,raw,raw,raw,raw,raw,0.7278481012658227,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 3,raw,raw,raw,raw,raw,0.7879855440904189,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 4,raw,raw,raw,raw,raw,0.8279290041158185,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 5,raw,raw,raw,raw,raw,0.9579019714527636,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 6,raw,raw,raw,raw,raw,1.0517094530306246,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 7,raw,raw,raw,raw,raw,1.1357079351047243,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 8,raw,raw,raw,raw,raw,1.235374603821103,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 9,raw,raw,raw,raw,raw,1.315481626001679,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 10,raw,raw,raw,raw,raw,1.915936135807861,Dittus-Boelert,Raw Data,Converted St to Nu: 40.4700. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 11,raw,raw,raw,raw,raw,1.7869695830180816,Dittus-Boelert,Raw Data,Converted St to Nu: 56.8000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 12,raw,raw,raw,raw,raw,1.8167981894737801,Dittus-Boelert,Raw Data,Converted St to Nu: 79.8750. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 13,raw,raw,raw,raw,raw,1.6678098291096188,Dittus-Boelert,Raw Data,Converted St to Nu: 92.3000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 14,raw,raw,raw,raw,raw,1.6139103908451613,Dittus-Boelert,Raw Data,Converted St to Nu: 123.5400. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 15,raw,raw,raw,raw,raw,1.4737003131893116,Dittus-Boelert,Raw Data,Converted St to Nu: 142.0000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 16,raw,raw,raw,raw,raw,1.4485017759686776,Dittus-Boelert,Raw Data,Converted St to Nu: 166.8500. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 17,raw,raw,raw,raw,raw,1.3185808756019464,Dittus-Boelert,Raw Data,Converted St to Nu: 198.8000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 18,raw,raw,raw,raw,raw,1.3172228981107932,Dittus-Boelert,Raw Data,Converted St to Nu: 242.8200. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 28,raw,raw,raw,raw,raw,0.44562619584475616,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 29,raw,raw,raw,raw,raw,0.4746835443037974,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 30,raw,raw,raw,raw,raw,0.5078129061916034,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 31,raw,raw,raw,raw,raw,0.5268639117100664,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 32,raw,raw,raw,raw,raw,0.583070765232117,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 33,raw,raw,raw,raw,raw,0.6265503124437763,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 34,raw,raw,raw,raw,raw,0.6624962954777559,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 35,raw,raw,raw,raw,raw,0.7206351855623102,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 36,raw,raw,raw,raw,raw,0.7673642818343128,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 37,raw,raw,raw,raw,raw,1.5599405395353227,Dittus-Boelert,Raw Data,Converted St to Nu: 37.2750. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 38,raw,raw,raw,raw,raw,1.6082726247162735,Dittus-Boelert,Raw Data,Converted St to Nu: 51.1200. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 39,raw,raw,raw,raw,raw,1.574558430877276,Dittus-Boelert,Raw Data,Converted St to Nu: 69.2250. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 40,raw,raw,raw,raw,raw,1.4881995398208903,Dittus-Boelert,Raw Data,Converted St to Nu: 82.3600. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 41,raw,raw,raw,raw,raw,1.4191281022948832,Dittus-Boelert,Raw Data,Converted St to Nu: 108.6300. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 42,raw,raw,raw,raw,raw,1.3263302818703804,Dittus-Boelert,Raw Data,Converted St to Nu: 127.8000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 43,raw,raw,raw,raw,raw,1.2944058423549885,Dittus-Boelert,Raw Data,Converted St to Nu: 149.1000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 44,raw,raw,raw,raw,raw,1.1867227880417517,Dittus-Boelert,Raw Data,Converted St to Nu: 178.9200. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 7,pt 45,raw,raw,raw,raw,raw,1.178567856204394,Dittus-Boelert,Raw Data,Converted St to Nu: 217.2600. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 10,pt 1,raw,raw,raw,raw,raw,3.5802874996787217,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 10,pt 2,raw,raw,raw,raw,raw,3.9814581254331807,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 10,pt 3,raw,raw,raw,raw,raw,4.470588536791901,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 10,pt 4,raw,raw,raw,raw,raw,4.776077568757424,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 10,pt 5,raw,raw,raw,raw,raw,5.221518987341772,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 10,pt 6,raw,raw,raw,raw,raw,5.603452757976313,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 10,pt 7,raw,raw,raw,raw,raw,6.20946753086864,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 10,pt 8,raw,raw,raw,raw,raw,2.107830772288154,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 10,pt 9,raw,raw,raw,raw,raw,2.7209169179587747,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 10,pt 10,raw,raw,raw,raw,raw,3.0063291139240502,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 10,pt 11,raw,raw,raw,raw,raw,3.2989334391121585,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 10,pt 12,raw,raw,raw,raw,raw,1.2881188052872055,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 10,pt 13,raw,raw,raw,raw,raw,1.4596741224205363,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 10,pt 14,raw,raw,raw,raw,raw,1.8258702931750055,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 10,pt 15,raw,raw,raw,raw,raw,1.8987341772151896,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 10,pt 16,raw,raw,raw,raw,raw,2.2579881930431416,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 11,pt 1,raw,raw,raw,raw,raw,1.6021620260325957,Dittus-Boelert,Raw Data,Converted St to Nu: 42.6000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 11,pt 2,raw,raw,raw,raw,raw,1.574558430877276,Dittus-Boelert,Raw Data,Converted St to Nu: 69.2250. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 11,pt 3,raw,raw,raw,raw,raw,1.5304322671807564,Dittus-Boelert,Raw Data,Converted St to Nu: 117.1500. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 11,pt 4,raw,raw,raw,raw,raw,1.4793209626914152,Dittus-Boelert,Raw Data,Converted St to Nu: 170.4000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 11,pt 5,raw,raw,raw,raw,raw,1.4834034850521896,Dittus-Boelert,Raw Data,Converted St to Nu: 223.6500. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 11,pt 6,raw,raw,raw,raw,raw,1.5189241455653695,Dittus-Boelert,Raw Data,Converted St to Nu: 48.2800. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 11,pt 7,raw,raw,raw,raw,raw,1.4112237015542928,Dittus-Boelert,Raw Data,Converted St to Nu: 78.1000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 11,pt 8,raw,raw,raw,raw,raw,1.391302061073415,Dittus-Boelert,Raw Data,Converted St to Nu: 106.5000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 11,pt 9,raw,raw,raw,raw,raw,1.2944058423549885,Dittus-Boelert,Raw Data,Converted St to Nu: 149.1000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 11,pt 10,raw,raw,raw,raw,raw,1.3185808756019464,Dittus-Boelert,Raw Data,Converted St to Nu: 198.8000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 11,pt 11,raw,raw,raw,raw,raw,1.3402271872635612,Dittus-Boelert,Raw Data,Converted St to Nu: 42.6000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 11,pt 12,raw,raw,raw,raw,raw,1.2572720250210971,Dittus-Boelert,Raw Data,Converted St to Nu: 69.5800. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 11,pt 13,raw,raw,raw,raw,raw,1.2521718549660734,Dittus-Boelert,Raw Data,Converted St to Nu: 95.8500. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer and Friction in Channels With Two Opposite Rib-Roughened Walls,Fig 11,pt 14,raw,raw,raw,raw,raw,1.2019482821867749,Dittus-Boelert,Raw Data,Converted St to Nu: 138.4500. Raw Nu normalized using Dittus-Boelert,0.71
